ts,host,url,hour,dns_ms,tcp_ms,tls_ms,server_ms,transfer_ms,total_ms,response_size,http_status,cache_state,conn_reuse,success,error_stage,error_type,source
2026-08-19T13:19:17,pypi.org,https://pypi.org/,13,7.228,0.596,4.758,68.263,0.099,108.283,25088,200,cold,0,1,,,real
2026-08-19T13:19:17,pypi.org,https://pypi.org/,13,0.0,0.0,0.0,22.199,0.104,22.318,25087,200,warm,1,1,,,real
2026-08-19T13:19:18,github.com,https://github.com/,13,15.572,0.687,2.977,64.655,53.574,161.522,529575,200,cold,0,1,,,real
2026-08-19T13:19:18,github.com,https://github.com/,13,0.0,0.0,0.0,0.147,45.738,45.902,574956,,warm,1,1,,,real
2026-08-19T13:19:20,api.github.com,https://api.github.com/,13,17.765,0.52,2.809,62.941,0.073,107.801,1308,403,cold,0,1,,,real
2026-08-19T13:19:20,api.github.com,https://api.github.com/,13,0.0,0.0,0.0,21.023,0.075,21.121,1307,403,warm,1,1,,,real
2026-08-19T13:19:21,www.npmjs.com,https://www.npmjs.com/,13,16.425,0.515,6.179,130.567,0.099,177.39,7660,403,cold,0,1,,,real
2026-08-19T13:19:21,www.npmjs.com,https://www.npmjs.com/,13,0.0,0.0,0.0,21.413,0.11,21.536,7659,403,warm,1,1,,,real
2026-08-19T13:19:22,www.npmjs.com,https://www.npmjs.com/,13,16.439,0.503,2.617,127.139,0.073,169.951,7660,403,warm,0,1,,,real
2026-08-19T13:19:22,www.npmjs.com,https://www.npmjs.com/,13,0.0,0.0,0.0,21.388,0.075,21.478,7659,403,warm,1,1,,,real
2026-08-19T13:19:23,github.com,https://github.com/,13,2.548,0.602,2.827,67.935,74.537,173.224,530424,200,warm,0,1,,,real
2026-08-19T13:19:23,github.com,https://github.com/,13,0.0,0.0,0.0,0.043,35.356,35.41,577156,,warm,1,1,,,real
2026-08-19T13:19:24,pypi.org,https://pypi.org/,13,1.65,0.662,2.815,63.168,0.069,92.844,25088,200,warm,0,1,,,real
2026-08-19T13:19:24,pypi.org,https://pypi.org/,13,0.0,0.0,0.0,22.213,0.091,22.317,25087,200,warm,1,1,,,real
2026-08-19T13:19:25,api.github.com,https://api.github.com/,13,15.651,0.474,2.705,90.681,0.069,132.919,3537,200,warm,0,1,,,real
2026-08-19T13:19:25,api.github.com,https://api.github.com/,13,0.0,0.0,0.0,23.38,0.07,23.466,3536,200,warm,1,1,,,real
